record,translation_backend,grader,raw_faith,adj_faith,raw_fluent,adj_fluent,hallucinated,preamble,refusal,notes
full_chunk_0029,opus-sweep,minimax-m2.7,3,3.5,3,3.7,False,False,False,Clamuit rendered as 'prominent' is likely wrong—clamuit means lived hidden/obscure; several other terms like 'presbyter' left untranslated
full_chunk_0030,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,"Accurate throughout; minor OCR gaps rendered as [unclear]; 'De lapidis'→'On the Lapsed' correct; all lists, dates, attributions match Latin"
full_chunk_0030,minimax,minimax-m2.7,3,3.5,3,3.7,False,False,False,"Catalog entries appear faithfully rendered from Latin; text cuts off mid-word at end; some titles rendered word-for-word with awkward English phrasing (e.g., 'little works', compressed title lines)"
full_chunk_0030,minimax-v2,minimax-m2.7,2,2.8,2,3.5,False,False,False,"OCR errors in Latin source (ABBOF, codorus, E) carried into English; translation cuts off at 'E' for Eusebius"
full_chunk_0031,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,Accurate throughout; [Pictavium?] and [Persia?] are honest conjectures; trailing [unclear] for truncated entry is appropriate
full_chunk_0031,minimax,minimax-m2.7,3,3.5,3,3.7,False,False,False,Missing 'Liberius pope' reference; some titles left untranslated; minor content omissions
full_chunk_0031,minimax-v2,minimax-m2.7,2,2.8,2,3.5,False,False,False,Translation cuts off mid-entry at Botrenus; mixed Latin/English in Asterinus section; truncated at end
full_chunk_0032,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,"Hileas→Phileas correct (Latin 'H' initial); all content, titles, dates faithfully rendered; no additions"
full_chunk_0032,minimax,minimax-m2.7,3,3.5,3,3.7,False,False,False,Readable translation with [unclear] markers where Latin is problematic; somewhat mechanical phrasing
full_chunk_0032,minimax-v2,minimax-m2.7,4,4.4,4,4.7,False,False,False,Minor truncation at end; mostly faithful to Latin bibliographic entries.
full_chunk_0033,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,Complete and accurate; [unclear] correctly marks the damaged/cut-off line; page number 1023 omitted but non-textual.
full_chunk_0033,minimax,minimax-m2.7,2,2.8,4,4.7,True,False,False,Latin source field is empty; cannot verify translation fidelity. Content about Gregory of Nazianzus and Utropius appears present but source unverified.
full_chunk_0033,minimax-v2,minimax-m2.7,2,2.8,3,3.7,False,False,False,Major error: calls Gregory of Nazianzus Gregory the Great; text cuts off mid-word at 'Sai'
full_chunk_0033,opus-sweep,minimax-m2.7,3,3.5,4,4.7,True,False,False,Mistranslates 'senex imperator' as 'Emperor Feeling It'; 'ad plenu' and 'diuinitus' untranslated; incomplete ending cuts off mid-sentence
full_chunk_0033,opus-sweep,minimax-m2.7,4,4.4,4,4.7,False,False,False,Generally accurate translation; handles truncated Latin titles with ellipsis appropriately.
full_chunk_0034,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,"Accurate throughout; all names, dates, titles, incipits rendered faithfully; [unclear] at truncated final entry is honest"
full_chunk_0034,minimax,minimax-m2.7,1,1.7,4,4.7,True,False,False,Latin source is completely empty but substantial English catalog content exists with no source to evaluate against
full_chunk_0034,minimax-v2,minimax-m2.7,3,3.5,3,3.7,False,False,False,Translation ends mid-sentence; 'Adi i' rendered as guess; many entries are partial/complete ellipses due to unclear source
full_chunk_0035,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,All readable Latin accurately rendered; gaps/illegible sections marked [unclear]; no invented content
full_chunk_0035,minimax,minimax-m2.7,4,4.4,3,3.7,False,False,False,Generally accurate; minor date discrepancy (580 vs 590) in OCR; final work titles lack consistent formatting
full_chunk_0035,minimax-v2,minimax-m2.7,4,4.4,3,3.7,False,False,False,Translation is largely accurate; garbled Latin passages like 'Efttria fumma Deus' are handled reasonably
full_chunk_0036,public-history,claude-sonnet-4-6,4,4.0,4,4.0,False,False,False,Minor: 'Eustathius' named in EN not in Latin (blank+context); 'De perfeione' rendered 'Persecution' plausible. Brackets honest.
full_chunk_0036,minimax,minimax-m2.7,3,3.5,3,3.7,False,False,False,"Dates garbled: 580 becomes 380, 590 becomes 390; Amphilochius entry has structural ambiguity"
full_chunk_0036,minimax-v2,minimax-m2.7,4,4.4,4,4.7,False,False,False,Good translation; 'Illud' rendered as 'he' slightly awkward; 'Iconij' possibly misread as 'Iconium'
full_chunk_0037,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,"Accurate throughout; all works, dates, epithets rendered correctly; minor OCR oddities handled well"
full_chunk_0037,minimax,minimax-m2.7,5,4.3,5,4.5,False,False,False,"Accurate translation of all three ecclesiastical figures (Acarius, Ausuvinus, Jerome); biblical allusions (Mt 13:52, Gn 27, Lc 2) rendered correctly as 'new and old,' 'Esau,' 'Bethlehem.'"
full_chunk_0037,minimax,claude-opus-4-7,4,4.0,4,4.0,False,False,False,"Solid rendering; 'manager' for praesepe (manger) is a slip, and 'scedus laudator' mistranslated as 'praiseworthy scribe'."
full_chunk_0037,minimax-v2,minimax-m2.7,3,3.5,3,3.7,False,False,False,Translation adequate but cuts off mid-entry; 'Ad monachos' clause unclear; Jerome passage verbose
full_chunk_0038,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,Accurate throughout; [unclear] markers honest; 'eleven' for 'II' is minor but defensible; no invented content
full_chunk_0038,minimax,minimax-m2.7,2,2.8,2,3.5,False,False,False,"Translation is severely incompleteÃ¢â‚¬â€stops mid-text after De obedientia while Latin continues with dozens more entries (De monogamia, Contra haereticos, In Isaiam, etc.)"
full_chunk_0038,minimax-v2,minimax-m2.7,3,3.5,3,3.7,False,False,False,Translation captures list of titles but source text is fragmentary/OCR-damaged causing incomplete translations
full_chunk_0039,public-history,claude-sonnet-4-6,4,4.0,4,4.0,False,False,False,[Nyssenus?] correctly flagged as conjecture; 'Apologetici lib.z' rendered as 2 books plausibly; minor gaps in 'c Deima' stub handled with [unclear]. Overall accurate.
full_chunk_0039,minimax,minimax-m2.7,1,1.7,4,4.7,True,False,False,Latin source field is empty; entire English content cannot be verified as translation
full_chunk_0039,minimax-v2,minimax-m2.7,2,2.8,3,3.7,True,False,False,Wrong name 'Fortunatianus' for 'Vedentius'; last sentence cut off incomplete; added 'brings forth new things' not in Latin
full_chunk_0039,opus-sweep,minimax-m2.7,4,4.4,4,4.7,False,False,False,Accurate translation of Jerome's catalog and biography; truncated mid-sentence at end of Audentius/Rufinus section.
full_chunk_0039,opus-sweep,minimax-m2.7,3,3.5,4,4.7,False,False,False,Translation accurate but cuts off mid-sentence before completing Rufinus section; omits later works listed
full_chunk_0040,public-history,claude-sonnet-4-6,4,4.0,4,4.0,False,False,False,"Accurate throughout; book-number letters (li.a–li.r) rendered as [unclear] rather than letters, minor omission"
full_chunk_0040,minimax,minimax-m2.7,4,4.4,4,4.7,False,False,False,Translation is mostly faithful; appropriate use of [unclear] for damaged/unclear Latin passages
full_chunk_0040,minimax-v2,minimax-m2.7,2,2.8,2,3.5,True,False,False,Abbreviations lib./hom. unresolved; garbled Latin left as-is; final section appears fabricated
full_chunk_0041,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,"Accurate throughout; numerals, titles, incipits, bio details all render correctly; gaps/illegibles honestly marked [unclear]"
full_chunk_0041,minimax,minimax-m2.7,4,4.4,4,4.7,False,False,False,Generally accurate translation with natural English flow; minor OCR gaps in Latin source cause some rough passages.
full_chunk_0041,minimax-v2,minimax-m2.7,3,3.5,3,3.7,False,False,False,Translation ends prematurely mid-sentence at 'On the Incarnati'; 'Cyriacum' misrendered as 'Cyril'
full_chunk_0042,public-history,claude-sonnet-4-6,4,4.0,4,4.0,False,False,False,"Dates 580→380, 583→383 (OCR fixes?); Bachomius/Pachomius swapped; otherwise faithful"
full_chunk_0042,minimax,minimax-m2.7,3,3.5,4,4.7,False,False,False,"Major error: 'episcopus' (bishop) rendered as 'priest' - Cassianus was consecrated as bishop of Marseille, not priest."
full_chunk_0042,minimax,minimax-m2.7,4,4.4,4,4.7,False,False,False,Accurate translation; 'listener' for auditor is literal but acceptable; brief Lucas entry at end is a separate item
full_chunk_0042,minimax-v2,minimax-m2.7,4,4.4,4,4.7,False,False,False,Generally accurate; minor discrepancy in book numbers (12 vs 4/5) and 'Octotheon' rendering
full_chunk_0043,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,"Complete and accurate; marginal glosses, incipit strings, and mid-sentence cut-off all faithfully rendered."
full_chunk_0043,minimax,minimax-m2.7,4,4.4,4,4.7,False,False,False,Solid translation; 'wrote not despicable little works of reading' is slightly awkward but captures the Latin construction.
full_chunk_0043,minimax-v2,minimax-m2.7,3,3.5,3,3.7,False,False,False,"Wine-cellar passage has reversed subject/object; unclear symbols (^-, 2) left unexplained; minor omissions in Augustine section"
full_chunk_0044,public-history,claude-sonnet-4-6,4,4.0,4,4.0,False,False,False,Accurate throughout; 'Contra Luciferianum' incipit list merged/run-on but content present; minor OCR gaps handled with [unclear]
full_chunk_0044,minimax,minimax-m2.7,2,2.8,3,3.7,True,True,False,Latin source empty/unprovided; entire English output is unverifiable; preamble phrase present
full_chunk_0044,minimax,minimax-m2.7,2,2.8,2,3.5,True,True,False,Second half is largely garbled incomprehensible text; '[Various fragmentary lines]' is explicit placeholder hallucination; broken English throughout latter sections
full_chunk_0044,minimax-v2,minimax-m2.7,4,4.4,4,4.7,False,False,False,Accurate bibliographic translation with proper OCR corrections; minor header inconsistency with 'Audi' rendered as 'Ge'
full_chunk_0045,public-history,claude-sonnet-4-6,4,4.0,4,4.0,False,False,False,Accurate list; minor mistranslations (e.g. 'li.t' rendered as 'one book' like 'li.i'; 'de s.quaestionibus' rendered as '[five?] questions'). [unclear] markers honest.
full_chunk_0045,minimax,minimax-m2.7,2,2.8,2,3.5,True,False,False,First half mostly faithful for titles; second half fragmentary with many missing/corrupt passages and speculative translations
full_chunk_0045,minimax-v2,minimax-m2.7,3,3.5,3,3.7,False,False,False,Generally accurate title translations but includes fragments from letters at end; [unclear] appears twice
full_chunk_0046,public-history,claude-sonnet-4-6,4,4.0,4,4.0,False,False,False,"Accurate overall; 'Gregory the Great bishop' conflates Gregory of Nyssa (Gregorij Magni episcopi in context = Basil's brother, not Gregory I); minor slip"
full_chunk_0046,minimax,minimax-m2.7,3,3.5,4,4.7,False,False,False,Latin source empty; cannot verify fidelity; English reads as fluent catalog of treatise titles with [unclear] lacunae marked appropriately
full_chunk_0046,minimax-v2,minimax-m2.7,2,2.8,3,3.7,False,False,False,Translation is severely incomplete; cuts off mid-page and skips entire page 098 content including many treatise titles and prose passages.
full_chunk_0047,public-history,claude-sonnet-4-6,5,5.0,5,5.0,False,False,False,Complete and accurate rendering of bibliographic list; [unclear] flags used appropriately for damaged/ambiguous OCR text
full_chunk_0047,minimax,minimax-m2.7,4,4.4,4,4.7,False,False,False,Accurate translation; 'at his death' correctly renders 'etiam in morte'
full_chunk_0047,minimax-v2,minimax-m2.7,4,4.4,4,4.7,False,False,False,Translation truncated mid-word at 'Gentilitatis'; otherwise accurate and fluent rendering of the Latin content.
full_chunk_0048,public-history,claude-sonnet-4-6,4,4.0,4,4.0,False,False,False,Mostly accurate; 'Vitellius' date 560→360 mistranscribed in Latin but translator correctly rendered 360; minor gaps handled with [unclear]
